STT,Trường,Mã ngành,Tên ngành,Tổ hợp,Điểm chuẩn ĐGNL HCM 2025,Phương thức,Ghi chú
988,Trường Đại Học Mở TPHCM,7480101,Khoa học máy tính,A00; A01; C01; C02; D01; D07; X02; X06; X10; X26,701,Điểm ĐGNL HCM,ĐGNL HCM
989,Trường Đại Học Mở TPHCM,7480101C,Khoa học máy tính Chương trình Tiên tiến,A01; B08; D01; D07; X26; X27; X28,,Điểm ĐGNL HCM,ĐGNL HCM
990,Trường Đại Học Mở TPHCM,7340120,Kinh doanh quốc tế,A00; A01; B08; C01; C02; D01; D07; X02; X06; X10; X26,814,Điểm ĐGNL HCM,ĐGNL HCM
991,Trường Đại Học Mở TPHCM,7310101,Kinh tế,A00; A01; D01; D07; D09; X06; X07; X10; X11; X26,719,Điểm ĐGNL HCM,ĐGNL HCM
992,Trường Đại Học Mở TPHCM,7310101C,Kinh tế Chương trình Tiên tiến,A01; D01; D07; D09; X26; X27,567,Điểm ĐGNL HCM,ĐGNL HCM
993,Trường Đại Học Mở TPHCM,7340302,Kiểm toán,A00; A01; C01; C02; D01; D07; X02; X06; X10; X25; X26,752,Điểm ĐGNL HCM,ĐGNL HCM
994,Trường Đại Học Mở TPHCM,7340302C,Kiểm toán Chương trình Tiên tiến,A01; D01; D07; X25; X26; X27; X28,567,Điểm ĐGNL HCM,ĐGNL HCM
995,Trường Đại Học Mở TPHCM,7340301,Kế toán,A00; A01; C01; C02; D01; D07; X02; X06; X10; X25; X26,745,Điểm ĐGNL HCM,ĐGNL HCM
996,Trường Đại Học Mở TPHCM,7340301C,Kế toán Chương trình Tiên tiến,A01; D01; D07; X25; X26; X27; X28,567,Điểm ĐGNL HCM,ĐGNL HCM
997,Trường Đại Học Mở TPHCM,7480103,Kỹ thuật phần mềm,A00; A01; C01; C02; D01; D07; X02; X06; X10; X26,741,Điểm ĐGNL HCM,ĐGNL HCM
998,Trường Đại Học Mở TPHCM,7510605,Logistics và quản lý chuỗi cung ứng,A00; A01; D01; D07; D10; X06; X10; X22; X26; X27; X56,820,Điểm ĐGNL HCM,ĐGNL HCM
999,Trường Đại Học Mở TPHCM,7380101,Luật,A00; A01; C03; D01; D03; D05; D06; X01,844,Điểm ĐGNL HCM,ĐGNL HCM
1000,Trường Đại Học Mở TPHCM,7380107,Luật kinh tế,A00; A01; C03; D01; D03; D05; D06; X01,845,Điểm ĐGNL HCM,ĐGNL HCM
1001,Trường Đại Học Mở TPHCM,7380107C,Luật kinh tế Chương trình Tiên tiến,A01; D01; D09; X25,701,Điểm ĐGNL HCM,ĐGNL HCM
1002,Trường Đại Học Mở TPHCM,7340115,Marketing,A00; A01; C01; C02; D01; D07; D08; X02; X06; X10; X26,845,Điểm ĐGNL HCM,ĐGNL HCM
1003,Trường Đại Học Mở TPHCM,7220201,Ngôn ngữ Anh,A01; D01; D07,812,Điểm ĐGNL HCM,ĐGNL HCM
1004,Trường Đại Học Mở TPHCM,7220201FL,"Ngôn ngữ Anh - CTLKĐH Flinders, úc",A01; D01; D07,567,Điểm ĐGNL HCM,ĐGNL HCM
1005,Trường Đại Học Mở TPHCM,7220201C,Ngôn ngữ Anh Chương trình Tiên tiến,A01; D01; D07,701,Điểm ĐGNL HCM,ĐGNL HCM
1006,Trường Đại Học Mở TPHCM,7220210,Ngôn ngữ Hàn Quốc,A01; AH2; AH3; D01; D02; D03; D04; D05; D06; D07; D21; D22; D23; D24; D25; D26; D27; D28; D29; D30; DD2,680,Điểm ĐGNL HCM,ĐGNL HCM
1007,Trường Đại Học Mở TPHCM,7220209,Ngôn ngữ Nhật,A01; AH2; AH3; D01; D02; D03; D04; D05; D06; D07; D21; D22; D23; D24; D25; D26; D27; D28; D29; D30; DD2,659,Điểm ĐGNL HCM,ĐGNL HCM
1008,Trường Đại Học Mở TPHCM,7220209C,Ngôn ngữ Nhật Chương trình Tiên tiến,A01; AH2; AH3; D01; D02; D03; D04; D05; D06; D07; D21; D22; D23; D24; D25; D26; D27; D28; D29; D30; DD2,598,Điểm ĐGNL HCM,ĐGNL HCM
1009,Trường Đại Học Mở TPHCM,7220204,Ngôn ngữ Trung Quốc,A01; AH2; AH3; D01; D02; D03; D04; D05; D06; D07; D21; D22; D23; D24; D25; D26; D27; D28; D29; D30; DD2,788,Điểm ĐGNL HCM,ĐGNL HCM
1010,Trường Đại Học Mở TPHCM,7220204C,Ngôn ngữ Trung Quốc Chương trình Tiên tiến,A01; AH2; AH3; D01; D02; D03; D04; D05; D06; D07; D21; D22; D23; D24; D25; D26; D27; D28; D29; D30; DD2,684,Điểm ĐGNL HCM,ĐGNL HCM
1011,Trường Đại Học Mở TPHCM,7340403,Quản lý công,A00; A01; D01; D07; D09; X06; X07; X10; X11; X26,614,Điểm ĐGNL HCM,ĐGNL HCM
1012,Trường Đại Học Mở TPHCM,7580302,Quản lý xây dựng,A00; A01; D07; X06; X07; X10; X11; X26; X27; X56,567,Điểm ĐGNL HCM,ĐGNL HCM
1013,Trường Đại Học Mở TPHCM,7340101,Quản trị kinh doanh,A00; A01; B08; C01; C02; D01; D07; X02; X06; X10; X26,759,Điểm ĐGNL HCM,ĐGNL HCM
1014,Trường Đại Học Mở TPHCM,7340101FL,"Quản trị kinh doanh - CTLKĐH Flinders, úc",A00; A01; B08; C01; C02; D01; D07; X02; X06; X10; X26,567,Điểm ĐGNL HCM,ĐGNL HCM
1015,Trường Đại Học Mở TPHCM,7340101SW,Quản trị kinh doanh - CTLKĐH South Wales,A00; A01; B08; C01; C02; D01; D07; X02; X06; X10; X26,567,Điểm ĐGNL HCM,ĐGNL HCM
1016,Trường Đại Học Mở TPHCM,7340101SQ,Quản trị kinh doanh -CTLKĐH Southern Queensland,A00; A01; B08; C01; C02; D01; D07; X02; X06; X10; X26,567,Điểm ĐGNL HCM,ĐGNL HCM
1017,Trường Đại Học Mở TPHCM,7340101C,Quản trị kinh doanh Chương trình Tiên tiến,A01; B08; D01; D07; D09; X26; X27,598,Điểm ĐGNL HCM,ĐGNL HCM
1018,Trường Đại Học Mở TPHCM,7340404,Quản trị nhân lực,A00; A01; C01; C03; D01; D09; X02; X06; X26; X27; X56,807,Điểm ĐGNL HCM,ĐGNL HCM
1019,Trường Đại Học Mở TPHCM,7480107,Trí tuệ nhân tạo,A00; A01; C01; C02; D01; D07; X02; X06; X10; X26,759,Điểm ĐGNL HCM,ĐGNL HCM
1020,Trường Đại Học Mở TPHCM,7340201,Tài chính - Ngân hàng,A00; A01; AH2; AH3; D07; D21; D22; D23; D24; D25; D26; D27; D28; D29; D30; X02; X03; X04; X06; X07; X08; X10; X11; X12,709,Điểm ĐGNL HCM,ĐGNL HCM
1021,Trường Đại Học Mở TPHCM,7340201C,Tài chính - Ngân hàng Chương trình Tiên tiến,A01; B08; D01; D07; D09; D10; X25; X26; X27; X28,567,Điểm ĐGNL HCM,ĐGNL HCM
1022,Trường Đại Học Mở TPHCM,7340201FL,"Tài chính ngân hàng -CTLKĐH Flinders, úc",A01; B08; D01; D07; D09; D10; X25; X26; X27; X28,567,Điểm ĐGNL HCM,ĐGNL HCM
1023,Trường Đại Học Mở TPHCM,7310401,Tâm lý học,D01; D02; D03; D04; D05; D06; DD2; X01,870,Điểm ĐGNL HCM,ĐGNL HCM
1024,Trường Đại Học Mở TPHCM,7310301,Xã hội học,D01; D02; D03; D04; D05; D06; DD2; X01,837,Điểm ĐGNL HCM,ĐGNL HCM
1025,Trường Đại Học Mở TPHCM,7310620,Đông Nam á học,D01; D02; D03; D04; D05; D06; DD2; X01,765,Điểm ĐGNL HCM,ĐGNL HCM
1026,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7480201,Công nghệ thông tin,None,500,Điểm ĐGNL HCM,ĐGNL HCM
1027,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7340120,Kinh doanh quốc tế,None,500,Điểm ĐGNL HCM,ĐGNL HCM
1028,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7340302,Kiểm toán,None,500,Điểm ĐGNL HCM,ĐGNL HCM
1029,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7480103,Kế toán,None,500,Điểm ĐGNL HCM,ĐGNL HCM
1030,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7480103,Kỹ thuật phần mềm,None,500,Điểm ĐGNL HCM,ĐGNL HCM
1031,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7510605,Logistics và quản lý chuỗi cung ứng,None,500,Điểm ĐGNL HCM,ĐGNL HCM
1032,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7380101,Luật,None,500,Điểm ĐGNL HCM,ĐGNL HCM
1033,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7380107,Luật kinh tế,None,500,Điểm ĐGNL HCM,ĐGNL HCM
1034,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7340115,Marketing,None,600,Điểm ĐGNL HCM,ĐGNL HCM
1035,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7220201,Ngôn ngữ Anh,None,600,Điểm ĐGNL HCM,ĐGNL HCM
1036,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7220210,Ngôn ngữ Hàn Quốc,None,500,Điểm ĐGNL HCM,ĐGNL HCM
1037,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7220209,Ngôn ngữ Nhật,None,500,Điểm ĐGNL HCM,ĐGNL HCM
1038,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7220204,Ngôn ngữ Trung Quốc,None,600,Điểm ĐGNL HCM,ĐGNL HCM
1039,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7320108,Quan hệ công chúng,None,500,Điểm ĐGNL HCM,ĐGNL HCM
1040,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7310206,Quan hệ quốc tế,None,500,Điểm ĐGNL HCM,ĐGNL HCM
1041,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7810103,Quản trị dịch vụ du lịch và lữ hành,None,500,Điểm ĐGNL HCM,ĐGNL HCM
1042,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7810201,Quản trị khách sạn,None,500,Điểm ĐGNL HCM,ĐGNL HCM
1043,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7340101,Quản trị kinh doanh,None,500,Điểm ĐGNL HCM,ĐGNL HCM
1044,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7340122,Thương mại điện tử,None,500,Điểm ĐGNL HCM,ĐGNL HCM
1045,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7320104,Truyền thông đa phương tiện,None,600,Điểm ĐGNL HCM,ĐGNL HCM
1046,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7480107,Trí tuệ nhân tạo,None,500,Điểm ĐGNL HCM,ĐGNL HCM
1047,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7480107,Tài chính – ngân hàng,None,500,Điểm ĐGNL HCM,ĐGNL HCM
1048,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7310608,Đông phương học,None,500,Điểm ĐGNL HCM,ĐGNL HCM
1049,Trường Đại Học Nguyễn Tất Thành,7210243,Biên đạo múa,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1050,Trường Đại Học Nguyễn Tất Thành,7510605_CN,Công nghệ Logistics,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1051,Trường Đại Học Nguyễn Tất Thành,7140103,Công nghệ giáo dục,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1052,Trường Đại Học Nguyễn Tất Thành,7510401,Công nghệ kỹ thuật Hóa học,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1053,Trường Đại Học Nguyễn Tất Thành,7510203,Công nghệ kỹ thuật cơ điện tử,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1054,Trường Đại Học Nguyễn Tất Thành,7510205,Công nghệ kỹ thuật Ô tô,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1055,Trường Đại Học Nguyễn Tất Thành,7510205-QT,Công nghệ kỹ thuật ô tô - Chuẩn quốc tế,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1056,Trường Đại Học Nguyễn Tất Thành,7420201,Công nghệ sinh học,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1057,Trường Đại Học Nguyễn Tất Thành,7480201,Công nghệ thông tin,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1058,Trường Đại Học Nguyễn Tất Thành,7480201_CNST,Công nghệ thông tin (Công nghệ và Đổi mới sáng tạo),None,550,Điểm ĐGNL HCM,ĐGNL HCM
1059,Trường Đại Học Nguyễn Tất Thành,7480201_QT,Công nghệ thông tin (Kỹ thuật phần mềm)- Chuẩn quốc tế,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1060,Trường Đại Học Nguyễn Tất Thành,7480201_DLMT,Công nghệ thông tin và dữ liệu Tài nguyên môi trường,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1061,Trường Đại Học Nguyễn Tất Thành,7540101,Công nghệ thực phẩm,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1062,Trường Đại Học Nguyễn Tất Thành,7210234,"Diễn viên kịch, điện ảnh-truyền hình",None,550,Điểm ĐGNL HCM,ĐGNL HCM
1063,Trường Đại Học Nguyễn Tất Thành,7810101,Du lịch,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1064,Trường Đại Học Nguyễn Tất Thành,7720201,Dược học,None,570,Điểm ĐGNL HCM,ĐGNL HCM
1065,Trường Đại Học Nguyễn Tất Thành,7720203,Hóa Dược,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1066,Trường Đại Học Nguyễn Tất Thành,7460108,Khoa học dữ liệu,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1067,Trường Đại Học Nguyễn Tất Thành,7440122,Khoa học vật liệu (Vật liệu tiên tiến và Công nghệ nano),None,550,Điểm ĐGNL HCM,ĐGNL HCM
1068,Trường Đại Học Nguyễn Tất Thành,7420204,Khoa học y sinh,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1069,Trường Đại Học Nguyễn Tất Thành,7340120,Kinh doanh quốc tế,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1070,Trường Đại Học Nguyễn Tất Thành,7310109,Kinh tế số,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1071,Trường Đại Học Nguyễn Tất Thành,7580101,Kiến trúc,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1072,Trường Đại Học Nguyễn Tất Thành,7340301_QT,Kế Toán (Kế toán tài chính) - Chuẩn quốc tế,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1073,Trường Đại Học Nguyễn Tất Thành,7340301,Kế toán,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1074,Trường Đại Học Nguyễn Tất Thành,7520212,Kỹ thuật Y sinh,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1075,Trường Đại Học Nguyễn Tất Thành,7520103,Kỹ thuật cơ khí,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1076,Trường Đại Học Nguyễn Tất Thành,7480103,Kỹ thuật phần mềm,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1077,Trường Đại Học Nguyễn Tất Thành,7720603,Kỹ thuật phục hồi chức năng,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1078,Trường Đại Học Nguyễn Tất Thành,7580201,Kỹ thuật xây dựng,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1079,Trường Đại Học Nguyễn Tất Thành,7720601,Kỹ thuật xét nghiệm y học,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1080,Trường Đại Học Nguyễn Tất Thành,7510301,"Kỹ thuật điện, điện tử",None,550,Điểm ĐGNL HCM,ĐGNL HCM
1081,Trường Đại Học Nguyễn Tất Thành,7510605_QT,Logisfics và Quản lý chuỗi cung ứng - Chuẩn quốc tế,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1082,Trường Đại Học Nguyễn Tất Thành,7510605,Logistic và quản lý chuỗi cung ứng,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1083,Trường Đại Học Nguyễn Tất Thành,7340115,Marketing,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1084,Trường Đại Học Nguyễn Tất Thành,7340115_DM,Marketing (Marketing số và truyền thông xã hội),None,550,Điểm ĐGNL HCM,ĐGNL HCM
1085,Trường Đại Học Nguyễn Tất Thành,7480102,Mạng máy tính và truyền thông dữ liệu,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1086,Trường Đại Học Nguyễn Tất Thành,7220201,Ngôn ngữ Anh,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1087,Trường Đại Học Nguyễn Tất Thành,7220204,Ngôn ngữ Trung Quốc,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1088,Trường Đại Học Nguyễn Tất Thành,7210208,Piano,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1089,Trường Đại Học Nguyễn Tất Thành,7320108,Quan hệ công chúng,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1090,Trường Đại Học Nguyễn Tất Thành,7720802,Quản lý bệnh viện,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1091,Trường Đại Học Nguyễn Tất Thành,7850101,Quản lý tài nguyên và môi trường,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1092,Trường Đại Học Nguyễn Tất Thành,7340404,Quản trị Nhân lực,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1093,Trường Đại Học Nguyễn Tất Thành,7810201,Quản trị khách sạn,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1094,Trường Đại Học Nguyễn Tất Thành,7810201_QT,Quản trị khách sạn - Chuẩn quốc tế,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1095,Trường Đại Học Nguyễn Tất Thành,7340101,Quản trị kinh doanh,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1096,Trường Đại Học Nguyễn Tất Thành,7340101_QT,Quản trị kinh doanh (Kinh doanh quốc tế) - Chuẩn quốc tế,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1097,Trường Đại Học Nguyễn Tất Thành,7340101,Quản trị kinh doanh (Kinh doanh sáng tạo),None,550,Điểm ĐGNL HCM,ĐGNL HCM
1098,Trường Đại Học Nguyễn Tất Thành,7340101_DNCN,Quản trị kinh doanh (Quản trị doanh nghiệp và công nghệ),None,550,Điểm ĐGNL HCM,ĐGNL HCM
1099,Trường Đại Học Nguyễn Tất Thành,7340101,Quản trị kinh doanh thực phẩm,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1100,Trường Đại Học Nguyễn Tất Thành,7810202,Quản trị nhà hàng và dịch vụ ăn uống,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1101,Trường Đại Học Nguyễn Tất Thành,7720501,Răng - Hàm - Mặt,None,600,Điểm ĐGNL HCM,ĐGNL HCM
1102,Trường Đại Học Nguyễn Tất Thành,7210205,Thanh Nhạc,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1103,Trường Đại Học Nguyễn Tất Thành,7580108,Thiết kế Nội thất,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1104,Trường Đại Học Nguyễn Tất Thành,7210404,Thiết kế thời trang,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1105,Trường Đại Học Nguyễn Tất Thành,7210403,Thiết kế đồ họa,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1106,Trường Đại Học Nguyễn Tất Thành,7640101,Thú y,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1107,Trường Đại Học Nguyễn Tất Thành,7340122,Thương mại điện tử,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1108,Trường Đại Học Nguyễn Tất Thành,7340122_QT,Thương mại điện tử - Chuẩn quốc tế,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1109,Trường Đại Học Nguyễn Tất Thành,7320104,Truyền thông đa phương tiện,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1110,Trường Đại Học Nguyễn Tất Thành,7480107,Trí tuệ nhân tạo,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1111,Trường Đại Học Nguyễn Tất Thành,7340201,Tài chính – ngân hàng,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1112,Trường Đại Học Nguyễn Tất Thành,7310401,Tâm lý học,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1113,Trường Đại Học Nguyễn Tất Thành,7520403,Vật lý y khoa,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1114,Trường Đại Học Nguyễn Tất Thành,7720115,Y học cổ truyền,None,570,Điểm ĐGNL HCM,ĐGNL HCM
1115,Trường Đại Học Nguyễn Tất Thành,7720110,Y học dự phòng,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1116,Trường Đại Học Nguyễn Tất Thành,7720101,Y khoa,None,650,Điểm ĐGNL HCM,ĐGNL HCM
1117,Trường Đại Học Nguyễn Tất Thành,7720301,Điều dưỡng,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1118,Trường Đại Học Nguyễn Tất Thành,7310608,Đông Phương học,None,550,Điểm ĐGNL HCM,ĐGNL HCM
1119,Trường Đại Học Nha Trang,7540105,Công nghệ chế biến thuỷ sản (02 chuyên ngành: Công nghệ chế biến thủy sản; Công nghệ sau thu hoạch),None,527.94,Điểm ĐGNL HCM,ĐGNL HCM
1120,Trường Đại Học Nha Trang,7540105MP,Công nghệ chế biến thuỷ sản (Chương trình Minh Phú - NTU),None,527.94,Điểm ĐGNL HCM,ĐGNL HCM
1121,Trường Đại Học Nha Trang,7540105HV,Công nghệ chế biến thuỷ sản (chương trình Hải Vương - NTU),None,527.94,Điểm ĐGNL HCM,ĐGNL HCM
1122,Trường Đại Học Nha Trang,7510202,Công nghệ chế tạo máy,None,527.94,Điểm ĐGNL HCM,ĐGNL HCM
1123,Trường Đại Học Nha Trang,7420201,Công nghệ sinh học,None,527.94,Điểm ĐGNL HCM,ĐGNL HCM
1124,Trường Đại Học Nha Trang,7420201MP,Công nghệ sinh học (Chương trình Minh Phú -NTU),None,527.94,Điểm ĐGNL HCM,ĐGNL HCM
1125,Trường Đại Học Nha Trang,7480201,Công nghệ thông tin,None,580.88,Điểm ĐGNL HCM,ĐGNL HCM
1126,Trường Đại Học Nha Trang,7480201A,Công nghệ thông tin (Chương trình đặc biệt),None,580.88,Điểm ĐGNL HCM,ĐGNL HCM
1127,Trường Đại Học Nha Trang,7480201B,Công nghệ thông tin Việt Nhật,None,580.88,Điểm ĐGNL HCM,ĐGNL HCM
1128,Trường Đại Học Nha Trang,7540101,Công nghệ thực phẩm (02 chuyên ngành: Công nghệ thực phẩm; Dinh dưỡng và ẩm thực),None,541.17,Điểm ĐGNL HCM,ĐGNL HCM
1129,Trường Đại Học Nha Trang,7520103MP,Cơ khí thủy sản thông minh (Chương trình Minh Phú - NTU),None,527.94,Điểm ĐGNL HCM,ĐGNL HCM
1130,Trường Đại Học Nha Trang,7340405,Hệ thống thông tin quản lý,None,554.41,Điểm ĐGNL HCM,ĐGNL HCM
1131,Trường Đại Học Nha Trang,7840106,Khoa học hàng hải (02 chuyên ngành: Khoa học hàng hải; Quản lý hàng hải và Logistics),None,633.82,Điểm ĐGNL HCM,ĐGNL HCM
1132,Trường Đại Học Nha Trang,7480101,Khoa học máy tính,None,580.88,Điểm ĐGNL HCM,ĐGNL HCM
